Country,Year,World bank region,Birth Rate,Death Rate,Fertility Rate,"Life Expectancy at Birth, Female","Life Expectancy at Birth, Male","Life Expectancy at Birth, Total",Mobile Cellular Subscriptions per 100 People,Telephone Lines per 100 People,Agricultural Land Percent,Arable Land Percent,Urban Population Percent,Color
Grenada,2006,Latin America & Caribbean,18.868,7.91,2.344,73.832,69.097,71.4067561,45.51485658,26.6398578,29.41176471,5.882352941,35.916,#48B965
Grenada,2007,Latin America & Caribbean,18.991,7.837,2.321,74.061,69.305,71.625,44.7346504,26.82742592,29.41176471,5.882352941,35.869,#48B965
Grenada,2008,Latin America & Caribbean,19.137,7.764,2.301,74.278,69.496,71.82868293,49.60226285,27.54233198,29.41176471,5.882352941,35.822,#48B965
Grenada,2009,Latin America & Caribbean,19.279,7.695,2.282,74.48,69.667,72.01480488,57.75122195,27.49778701,29.41176471,5.882352941,35.775,#48B965
Grenada,2010,Latin America & Caribbean,19.392,7.633,2.262,74.667,69.818,72.18336585,109.710823,27.16499195,32.35294118,8.823529412,35.728,#48B965
Grenada,2011,Latin America & Caribbean,19.457,7.578,2.24,74.841,69.952,72.33687805,116.4974159,27.10146451,32.35294118,8.823529412,35.681,#48B965
Grenada,2012,Latin America & Caribbean,19.464,7.529,2.217,75.002,70.071,72.47636585,115.018939,26.71640939,32.35294118,8.823529412,35.634,#48B965
Grenada,2013,Latin America & Caribbean,19.415,7.484,2.194,75.158,70.184,72.61034146,123.159182,26.28575221,32.35294118,8.823529412,35.601,#48B965
Uruguay,1980,Latin America & Caribbean,19.596,10.012,2.787,73.521,66.683,70.01860976,0,7.320401545,86.16729517,8.016226717,85.009,#48B965
Uruguay,1981,Latin America & Caribbean,19.219,9.963,2.724,73.802,66.938,70.28629268,0,7.545267317,86.16729517,8.016226717,85.394,#48B965
Uruguay,1982,Latin America & Caribbean,18.877,9.917,2.665,74.088,67.198,70.55897561,0,7.715541987,85.96731802,7.884813164,85.769,#48B965
Uruguay,1983,Latin America & Caribbean,18.589,9.88,2.614,74.376,67.456,70.83160976,0,7.883730345,85.71020455,7.713404182,86.138,#48B965
Uruguay,1984,Latin America & Caribbean,18.369,9.856,2.574,74.659,67.703,71.09617073,0,8.329824486,85.52165467,7.599131528,86.498,#48B965
Uruguay,1985,Latin America & Caribbean,18.224,9.844,2.546,74.934,67.934,71.34863415,0,8.676073733,85.27025483,7.427722546,86.85,#48B965
Uruguay,1986,Latin America & Caribbean,18.155,9.842,2.53,75.197,68.142,71.58346341,0,9.56297615,85.08170495,7.313449891,87.194,#48B965
Uruguay,1987,Latin America & Caribbean,18.15,9.844,2.523,75.449,68.322,71.79858537,0,10.1260519,84.83030511,7.199177237,87.558,#48B965
Uruguay,1988,Latin America & Caribbean,18.184,9.844,2.523,75.691,68.48,71.99756098,0,10.22902721,84.71603245,7.199177237,87.926,#48B965
Uruguay,1989,Latin America & Caribbean,18.229,9.836,2.524,75.927,68.621,72.18490244,0,11.25374375,84.69889156,7.199177237,88.285,#48B965
Uruguay,1990,Latin America & Caribbean,18.267,9.818,2.523,76.157,68.752,72.36419512,0,12.1667994,84.70460519,7.199177237,88.633,#48B965
Uruguay,1991,Latin America & Caribbean,18.276,9.788,2.518,76.381,68.881,72.53953659,0,13.35726305,84.70460519,7.199177237,88.973,#48B965
Uruguay,1992,Latin America & Caribbean,18.239,9.747,2.506,76.602,69.021,72.71904878,0,14.41348099,84.70460519,7.199177237,89.304,#48B965
Uruguay,1993,Latin America & Caribbean,18.154,9.698,2.487,76.821,69.18,72.90731707,0.054268974,15.59941382,84.81887784,7.313449891,89.627,#48B965
Uruguay,1994,Latin America & Caribbean,18.02,9.647,2.463,77.038,69.362,73.10639024,0.156362743,16.68949645,84.81887784,7.313449891,89.94,#48B965
Uruguay,1995,Latin America & Caribbean,17.838,9.596,2.432,77.254,69.568,73.31726829,0.213198969,18.18513792,84.81887784,7.313449891,90.245,#48B965
Uruguay,1996,Latin America & Caribbean,17.617,9.548,2.398,77.468,69.798,73.53946341,1.237570103,19.29038827,84.87601417,7.370586219,90.542,#48B965
Uruguay,1997,Latin America & Caribbean,17.369,9.507,2.362,77.679,70.043,73.76787805,2.42029077,20.60090806,85.04170952,7.541995201,90.835,#48B965
Uruguay,1998,Latin America & Caribbean,17.112,9.474,2.327,77.885,70.294,73.99692683,3.034200069,23.27095543,85.03599589,7.541995201,91.147,#48B965
Uruguay,1999,Latin America & Caribbean,16.861,9.449,2.295,78.087,70.543,74.223,4.597686833,25.01767336,85.20169124,7.713404182,91.45,#48B965
Uruguay,2000,Latin America & Caribbean,16.624,9.432,2.267,78.284,70.786,74.44356098,9.644671738,27.10427443,85.1959776,7.713404182,91.743,#48B965
Uruguay,2001,Latin America & Caribbean,16.406,9.421,2.243,78.478,71.024,74.66009756,12.36996893,27.97908723,85.46451834,7.844817735,92.028,#48B965
Uruguay,2002,Latin America & Caribbean,16.205,9.413,2.223,78.669,71.257,74.87260976,15.63054405,28.5823272,85.44737744,7.827676837,92.303,#48B965
Uruguay,2003,Latin America & Caribbean,16.014,9.404,2.205,78.861,71.491,75.08612195,15.43284748,28.4457701,84.80173694,7.427722546,92.569,#48B965
Uruguay,2004,Latin America & Caribbean,15.829,9.391,2.188,79.051,71.727,75.29968293,14.9614589,28.21263296,84.80173694,7.427722546,92.828,#48B965
Uruguay,2005,Latin America & Caribbean,15.65,9.374,2.171,79.24,71.964,75.51326829,18.04452826,29.98659375,84.21894641,7.427722546,93.078,#48B965
Uruguay,2006,Latin America & Caribbean,15.479,9.356,2.155,79.425,72.197,75.72285366,34.73290719,30.25425882,84.21894641,7.427722546,93.319,#48B965
Uruguay,2007,Latin America & Caribbean,15.317,9.339,2.138,79.602,72.423,75.92495122,69.96574097,29.63371456,83.36761513,7.382013484,93.553,#48B965
Uruguay,2008,Latin America & Caribbean,15.166,9.325,2.122,79.768,72.638,76.11604878,89.9933321,28.91267152,83.15049709,7.656267855,93.779,#48B965
Uruguay,2009,Latin America & Caribbean,15.026,9.319,2.107,79.923,72.84,76.29512195,104.7453819,28.64482585,84.44749172,9.490343961,93.998,#48B965
Uruguay,2010,Latin America & Caribbean,14.898,9.318,2.093,80.066,73.028,76.46117073,122.3521626,28.37894901,83.51616958,10.74734316,94.209,#48B965
Uruguay,2011,Latin America & Caribbean,14.78,9.323,2.08,80.198,73.205,76.61621951,131.589018,28.53476086,82.05919324,9.684607473,94.414,#48B965
Uruguay,2012,Latin America & Caribbean,14.672,9.331,2.068,80.323,73.375,76.76426829,140.6072022,28.51671324,82.15061136,10.32453434,94.612,#48B965
Uruguay,2013,Latin America & Caribbean,14.571,9.34,2.056,80.443,73.541,76.90782927,147.1306851,29.77548359,87.18432179,10.03313907,94.803,#48B965
Antigua and Barbuda,1980,Latin America & Caribbean,18.955,6.352,2.159,70.954,65.791,68.30953659,0,1.930764374,15.90909091,6.818181818,34.538,#48B965
Antigua and Barbuda,1981,Latin America & Caribbean,18.71,6.385,2.115,71.239,66.071,68.59197561,0,3.474342761,15.90909091,6.818181818,34.618,#48B965
Antigua and Barbuda,1982,Latin America & Caribbean,18.685,6.438,2.098,71.517,66.347,68.86895122,0,5.017921147,15.90909091,6.818181818,34.698,#48B965
Antigua and Barbuda,1983,Latin America & Caribbean,18.764,6.505,2.096,71.79,66.618,69.14092683,0,5.801305294,15.90909091,6.818181818,34.779,#48B965
Antigua and Barbuda,1984,Latin America & Caribbean,18.855,6.579,2.098,72.057,66.885,69.40792683,0,7.357485506,15.90909091,6.818181818,34.86,#48B965
Antigua and Barbuda,1985,Latin America & Caribbean,18.914,6.655,2.098,72.318,67.149,69.67046341,0,8.668471352,18.18181818,6.818181818,34.94,#48B965
Antigua and Barbuda,1986,Latin America & Caribbean,18.918,6.732,2.092,72.574,67.409,69.9285122,0,10.64735945,20.45454545,9.090909091,35.021,#48B965
Antigua and Barbuda,1987,Latin America & Caribbean,18.869,6.811,2.082,72.826,67.665,70.18256098,0,12.3829425,20.45454545,9.090909091,35.102,#48B965
Antigua and Barbuda,1988,Latin America & Caribbean,18.806,6.893,2.07,73.073,67.918,70.43263415,0,14.96440048,20.45454545,9.090909091,35.183,#48B965
Antigua and Barbuda,1989,Latin America & Caribbean,18.763,6.978,2.062,73.316,68.169,70.67973171,0,17.5893057,20.45454545,9.090909091,35.264,#48B965
Antigua and Barbuda,1990,Latin America & Caribbean,18.748,7.061,2.058,73.555,68.416,70.92282927,0,20.97890813,20.45454545,9.090909091,35.345,#48B965
Antigua and Barbuda,1991,Latin America & Caribbean,18.779,7.137,2.061,73.79,68.661,71.16295122,0,25.81332989,20.45454545,9.090909091,35.426,#48B965
Antigua and Barbuda,1992,Latin America & Caribbean,18.879,7.199,2.073,74.022,68.904,71.40058537,0.308444255,21.9028392,20.45454545,9.090909091,35.465,#48B965
Antigua and Barbuda,1993,Latin America & Caribbean,19.047,7.243,2.096,74.251,69.143,71.63470732,0.616888509,26.51574865,20.45454545,9.090909091,35.085,#48B965
Antigua and Barbuda,1994,Latin America & Caribbean,19.274,7.265,2.128,74.476,69.38,71.86585366,0.925332764,29.61398532,20.45454545,9.090909091,34.709,#48B965
Antigua and Barbuda,1995,Latin America & Caribbean,19.54,7.264,2.166,74.697,69.613,72.093,1.233777019,36.48985725,20.45454545,9.090909091,34.334,#48B965
Antigua and Barbuda,1996,Latin America & Caribbean,19.816,7.237,2.208,74.914,69.845,72.31768293,1.542221273,37.8791204,20.45454545,9.090909091,33.961,#48B965
Antigua and Barbuda,1997,Latin America & Caribbean,20.064,7.183,2.248,75.128,70.073,72.53885366,1.850665528,39.86048829,20.45454545,9.090909091,33.59,#48B965
Antigua and Barbuda,1998,Latin America & Caribbean,20.251,7.108,2.281,75.338,70.3,72.75756098,1.938199136,42.91726659,20.45454545,9.090909091,33.221,#48B965
Antigua and Barbuda,1999,Latin America & Caribbean,20.352,7.018,2.304,75.545,70.525,72.97378049,2.021399887,45.81839743,20.45454545,9.090909091,32.855,#48B965
Antigua and Barbuda,2000,Latin America & Caribbean,20.351,6.919,2.316,75.747,70.747,73.18602439,11.17818019,48.00042083,20.45454545,9.090909091,32.49,#48B965
Antigua and Barbuda,2001,Latin America & Caribbean,20.24,6.817,2.316,75.947,70.969,73.39729268,28.3329899,49.3251597,20.45454545,9.090909091,32.127,#48B965
Antigua and Barbuda,2002,Latin America & Caribbean,20.022,6.721,2.305,76.144,71.189,73.60607317,31.65678975,47.18634453,20.45454545,9.090909091,31.74,#48B965
Antigua and Barbuda,2003,Latin America & Caribbean,19.724,6.636,2.288,76.338,71.409,73.81339024,47.73834812,47.53967262,20.45454545,9.090909091,31.099,#48B965
Antigua and Barbuda,2004,Latin America & Caribbean,19.374,6.564,2.268,76.53,71.628,74.01921951,56.98111342,46.9692475,20.45454545,9.090909091,30.465,#48B965
Antigua and Barbuda,2005,Latin America & Caribbean,18.992,6.506,2.246,76.719,71.844,74.22204878,66.08091241,46.5013828,20.45454545,9.090909091,29.837,#48B965
Antigua and Barbuda,2006,Latin America & Caribbean,18.599,6.462,2.224,76.906,72.056,74.42185366,104.1603585,44.18337068,20.45454545,9.090909091,29.219,#48B965
Antigua and Barbuda,2007,Latin America & Caribbean,18.214,6.425,2.203,77.09,72.26,74.61609756,132.0006709,44.92793559,20.45454545,9.090909091,28.607,#48B965
Antigua and Barbuda,2008,Latin America & Caribbean,17.848,6.391,2.183,77.271,72.456,74.80478049,133.1575767,44.90680948,20.45454545,9.090909091,28.003,#48B965
Antigua and Barbuda,2009,Latin America & Caribbean,17.513,6.353,2.164,77.449,72.642,74.98687805,160.0393678,44.52307584,20.45454545,9.090909091,27.406,#48B965
Antigua and Barbuda,2010,Latin America & Caribbean,17.216,6.311,2.146,77.623,72.819,75.16241463,156.3441483,43.2792584,20.45454545,9.090909091,26.819,#48B965
Antigua and Barbuda,2011,Latin America & Caribbean,16.966,6.266,2.13,77.795,72.99,75.33390244,192.5532769,41.63791226,20.45454545,9.090909091,26.239,#48B965
Antigua and Barbuda,2012,Latin America & Caribbean,16.763,6.218,2.115,77.963,73.155,75.50036585,199.6642164,40.25319902,20.45454545,9.090909091,25.667,#48B965
Antigua and Barbuda,2013,Latin America & Caribbean,16.595,6.173,2.102,78.13,73.318,75.66531707,143.0138432,37.22844087,20.45454545,9.090909091,25.135,#48B965
Barbados,1980,Latin America & Caribbean,17.773,10.347,2.057,70.24,65.728,67.92897561,0,13.60970596,44.18604651,37.20930233,39.493,#48B965
Barbados,1981,Latin America & Caribbean,17.65,10.376,2.004,70.541,66.021,68.22587805,0,13.88312753,44.18604651,37.20930233,39.582,#48B965
Barbados,1982,Latin America & Caribbean,17.563,10.387,1.96,70.835,66.308,68.51629268,0,14.00182622,44.18604651,37.20930233,38.851,#48B965
Barbados,1983,Latin America & Caribbean,17.48,10.379,1.922,71.123,66.589,68.80070732,0,15.22848712,44.18604651,37.20930233,38.124,#48B965
Barbados,1984,Latin America & Caribbean,17.377,10.353,1.889,71.406,66.864,69.07960976,0,16.63511642,44.18604651,37.20930233,37.402,#48B965
Barbados,1985,Latin America & Caribbean,17.238,10.307,1.858,71.682,67.133,69.35202439,0,18.18770661,44.18604651,37.20930233,36.685,#48B965
Barbados,1986,Latin America & Caribbean,17.061,10.242,1.83,71.952,67.397,69.61895122,0,19.06319539,44.18604651,37.20930233,35.975,#48B965
Barbados,1987,Latin America & Caribbean,16.85,10.157,1.805,72.218,67.656,69.88136585,0,20.23566256,44.18604651,37.20930233,35.271,#48B965
Barbados,1988,Latin America & Caribbean,16.624,10.058,1.782,72.477,67.91,70.13780488,0,21.45808967,44.18604651,37.20930233,34.572,#48B965
Barbados,1989,Latin America & Caribbean,16.395,9.951,1.765,72.732,68.157,70.38870732,0,23.10201672,44.18604651,37.20930233,33.88,#48B965
Barbados,1990,Latin America & Caribbean,16.165,9.844,1.75,72.981,68.399,70.63412195,0,25.58126937,44.18604651,37.20930233,33.196,#48B965
Barbados,1991,Latin America & Caribbean,15.931,9.747,1.74,73.225,68.636,70.87453659,0,27.81758028,44.18604651,37.20930233,32.65,#48B965
Barbados,1992,Latin America & Caribbean,15.685,9.67,1.732,73.464,68.867,71.10943902,0.186797348,29.97098107,44.18604651,37.20930233,32.772,#48B965
Barbados,1993,Latin America & Caribbean,15.422,9.617,1.727,73.698,69.093,71.33934146,0.305024084,30.69209045,44.18604651,37.20930233,32.894,#48B965
Barbados,1994,Latin America & Caribbean,15.143,9.591,1.725,73.927,69.314,71.5642439,0.59607052,31.52563485,44.18604651,37.20930233,33.016,#48B965
Barbados,1995,Latin America & Caribbean,14.853,9.592,1.724,74.152,69.531,71.78514634,1.130539817,32.53150232,44.18604651,37.20930233,33.139,#48B965
Barbados,1996,Latin America & Caribbean,14.562,9.621,1.726,74.372,69.743,72.00104878,1.753272662,34.24923527,44.18604651,37.20930233,33.262,#48B965
Barbados,1997,Latin America & Caribbean,14.282,9.675,1.73,74.588,69.95,72.21243902,2.380970426,36.5869094,44.18604651,37.20930233,33.386,#48B965
Barbados,1998,Latin America & Caribbean,14.026,9.744,1.736,74.8,70.153,72.41982927,3.028276003,40.98811062,44.18604651,37.20930233,33.509,#48B965
Barbados,1999,Latin America & Caribbean,13.801,9.817,1.745,75.008,70.353,72.62373171,4.521988167,42.59373705,44.18604651,37.20930233,33.633,#48B965
Barbados,2000,Latin America & Caribbean,13.613,9.887,1.756,75.213,70.548,72.82360976,7.628652994,43.19735557,41.86046512,34.88372093,33.756,#48B965
Barbados,2001,Latin America & Caribbean,13.463,9.941,1.768,75.414,70.739,73.0194878,10.6542161,46.34604588,41.86046512,34.88372093,33.83,#48B965
Barbados,2002,Latin America & Caribbean,13.349,9.97,1.78,75.612,70.928,73.21287805,19.79567344,48.06482393,41.86046512,34.88372093,33.651,#48B965
Barbados,2003,Latin America & Caribbean,13.262,9.971,1.791,75.806,71.112,73.4017561,36.06098158,49.34625488,39.53488372,32.55813953,33.472,#48B965
Barbados,2004,Latin America & Caribbean,13.194,9.941,1.801,75.996,71.294,73.58765854,51.69027189,49.47497452,39.53488372,32.55813953,33.294,#48B965
Barbados,2005,Latin America & Caribbean,13.137,9.883,1.81,76.183,71.472,73.77004878,73.5247332,49.86388935,37.20930233,30.23255814,33.116,#48B965
Barbados,2006,Latin America & Caribbean,13.089,9.799,1.817,76.366,71.647,73.94895122,75.37065739,49.30328109,37.20930233,30.23255814,32.939,#48B965
Barbados,2007,Latin America & Caribbean,13.043,9.697,1.822,76.547,71.818,74.12482927,86.2492407,48.83585586,37.20930233,30.23255814,32.762,#48B965
Barbados,2008,Latin America & Caribbean,13,9.586,1.827,76.724,71.986,74.29721951,93.23830793,48.59651726,37.20930233,30.23255814,32.586,#48B965
Barbados,2009,Latin America & Caribbean,12.957,9.478,1.831,76.9,72.151,74.46758537,103.972136,48.62516839,37.20930233,30.23255814,32.41,#48B965
Barbados,2010,Latin America & Caribbean,12.91,9.377,1.835,77.074,72.313,74.63543902,120.8077962,48.63694688,37.20930233,30.23255814,32.235,#48B965
Barbados,2011,Latin America & Caribbean,12.859,9.289,1.839,77.247,72.473,74.80178049,124.8452189,49.03279647,32.55813953,25.58139535,32.06,#48B965
Barbados,2012,Latin America & Caribbean,12.802,9.214,1.842,77.418,72.633,74.96714634,123.4606322,49.91696356,34.88372093,27.90697674,31.905,#48B965
Barbados,2013,Latin America & Caribbean,12.74,9.15,1.845,77.588,72.793,75.13202439,123.3298378,50.61700933,32.55813953,25.58139535,31.769,#48B965
Suriname,1980,Latin America & Caribbean,30.2,7.321,4.041,68.356,63.079,65.65314634,0,3.930404066,0.41025641,0.237179487,62.803,#48B965
Suriname,1981,Latin America & Caribbean,30.085,7.283,3.922,68.757,63.258,65.94043902,0,4.158187825,0.442307692,0.256410256,64.96,#48B965
Suriname,1982,Latin America & Caribbean,29.956,7.267,3.815,69.16,63.415,66.21743902,0,4.411447835,0.467948718,0.275641026,65.035,#48B965
Suriname,1983,Latin America & Caribbean,29.714,7.26,3.708,69.537,63.55,66.4704878,0,4.499381617,0.480769231,0.294871795,65.11,#48B965
Suriname,1984,Latin America & Caribbean,29.294,7.252,3.594,69.87,63.662,66.69029268,0,5.712639387,0.480769231,0.307692308,65.184,#48B965
Suriname,1985,Latin America & Caribbean,28.678,7.24,3.471,70.147,63.755,66.87304878,0,6.94062406,0.493589744,0.320512821,65.259,#48B965
Suriname,1986,Latin America & Caribbean,27.877,7.219,3.338,70.368,63.832,67.02029268,0,7.352272334,0.519230769,0.333333333,65.334,#48B965
Suriname,1987,Latin America & Caribbean,26.936,7.191,3.2,70.536,63.904,67.13912195,0,7.850823072,0.538461538,0.346153846,65.408,#48B965
Suriname,1988,Latin America & Caribbean,25.95,7.16,3.063,70.667,63.975,67.23939024,0,8.013141977,0.564102564,0.365384615,65.483,#48B965
Suriname,1989,Latin America & Caribbean,25.01,7.132,2.936,70.775,64.05,67.3304878,0,8.146730608,0.564102564,0.365384615,65.557,#48B965
Suriname,1990,Latin America & Caribbean,24.17,7.11,2.823,70.868,64.132,67.41785366,0,8.468935743,0.564102564,0.365384615,65.632,#48B965
Suriname,1991,Latin America & Caribbean,23.495,7.096,2.733,70.951,64.217,67.50187805,0,9.015792941,0.564102564,0.365384615,65.706,#48B965
Suriname,1992,Latin America & Caribbean,23.039,7.095,2.671,71.025,64.3,67.5804878,0,9.816558646,0.570512821,0.365384615,65.78,#48B965
Suriname,1993,Latin America & Caribbean,22.794,7.109,2.639,71.092,64.374,67.65107317,0,10.39455457,0.570512821,0.365384615,65.854,#48B965
Suriname,1994,Latin America & Caribbean,22.731,7.136,2.634,71.153,64.435,67.71207317,0.254049952,11.13059299,0.570512821,0.365384615,65.928,#48B965
Suriname,1995,Latin America & Caribbean,22.815,7.176,2.651,71.209,64.483,67.76397561,0.321419268,11.77831839,0.570512821,0.365384615,66.002,#48B965
Suriname,1996,Latin America & Caribbean,22.98,7.228,2.682,71.261,64.515,67.80573171,0.387125496,12.42610883,0.570512821,0.365384615,66.076,#48B965
Suriname,1997,Latin America & Caribbean,23.144,7.29,2.717,71.306,64.528,67.83434146,0.546935486,12.8683778,0.570512821,0.365384615,66.15,#48B965
Suriname,1998,Latin America & Caribbean,23.229,7.358,2.746,71.343,64.527,67.85187805,0.504275623,14.26800753,0.564102564,0.365384615,66.223,#48B965
Suriname,1999,Latin America & Caribbean,23.18,7.425,2.762,71.377,64.523,67.86641463,1.323360945,14.82816355,0.564102564,0.365384615,66.297,#48B965
Suriname,2000,Latin America & Caribbean,22.975,7.487,2.759,71.415,64.526,67.8864878,3.802570538,15.39410928,0.564102564,0.365384615,66.371,#48B965
Suriname,2001,Latin America & Caribbean,22.616,7.534,2.739,71.471,64.556,67.92917073,8.795974869,16.13738246,0.564102564,0.365384615,66.444,#48B965
Suriname,2002,Latin America & Caribbean,22.134,7.559,2.702,71.562,64.631,68.01197561,18.38111013,16.34566628,0.551282051,0.365384615,66.517,#48B965
Suriname,2003,Latin America & Caribbean,21.595,7.561,2.656,71.694,64.763,68.14397561,22.57096974,16.38828658,0.474358974,0.288461538,66.591,#48B965
Suriname,2004,Latin America & Caribbean,21.057,7.538,2.609,71.873,64.955,68.32963415,34.61355976,16.39359414,0.516025641,0.352564103,66.664,#48B965
Suriname,2005,Latin America & Caribbean,20.548,7.495,2.562,72.095,65.205,68.56597561,43.13368221,16.56059863,0.496794872,0.33974359,66.737,#48B965
Suriname,2006,Latin America & Caribbean,20.088,7.438,2.518,72.352,65.504,68.8444878,46.60145779,16.22668025,0.466666667,0.314102564,66.682,#48B965
Suriname,2007,Latin America & Caribbean,19.686,7.375,2.478,72.632,65.838,69.15214634,63.34300634,16.13267193,0.466666667,0.314102564,66.615,#48B965
Suriname,2008,Latin America & Caribbean,19.328,7.317,2.441,72.916,66.184,69.46790244,74.4465973,16.06479205,0.448717949,0.294871795,66.547,#48B965
Suriname,2009,Latin America & Caribbean,19.004,7.272,2.406,73.19,66.524,69.77570732,127.5013,16.10487182,0.46025641,0.301282051,66.479,#48B965
Suriname,2010,Latin America & Caribbean,18.712,7.243,2.374,73.447,66.848,70.06702439,146.8572956,16.09983602,0.521794872,0.371794872,66.412,#48B965
Suriname,2011,Latin America & Caribbean,18.447,7.232,2.345,73.682,67.149,70.33582927,99.27727827,16.18351874,0.5,0.352564103,66.344,#48B965
Suriname,2012,Latin America & Caribbean,18.202,7.237,2.318,73.894,67.426,70.58112195,100.7099428,15.85337539,0.525641026,0.378205128,66.276,#48B965
Suriname,2013,Latin America & Caribbean,17.969,7.253,2.292,74.092,67.687,70.81139024,106.4593736,16.17256674,0.532051282,0.384615385,66.208,#48B965
Trinidad and Tobago,1980,Latin America & Caribbean,28.306,7.543,3.278,69.628,64.343,66.92104878,0,4.095963427,20.66276803,12.6705653,10.983,#48B965
Trinidad and Tobago,1981,Latin America & Caribbean,28.625,7.572,3.284,69.827,64.43,67.06268293,0,3.978041256,19.68810916,11.69590643,10.863,#48B965
Trinidad and Tobago,1982,Latin America & Caribbean,28.774,7.6,3.281,69.999,64.495,67.17987805,0,4.095189205,18.51851852,10.13645224,10.599,#48B965
Trinidad and Tobago,1983,Latin America & Caribbean,28.689,7.623,3.261,70.147,64.552,67.28126829,0,4.174422859,17.1539961,8.771929825,10.341,#48B965
Trinidad and Tobago,1984,Latin America & Caribbean,28.334,7.637,3.218,70.276,64.614,67.37595122,0,5.824587041,14.42495127,7.407407407,10.087,#48B965
Trinidad and Tobago,1985,Latin America & Caribbean,27.701,7.641,3.151,70.389,64.683,67.46641463,0,7.158685508,14.42495127,7.407407407,9.839,#48B965
Trinidad and Tobago,1986,Latin America & Caribbean,26.805,7.635,3.06,70.489,64.764,67.55668293,0,10.0838219,13.84015595,6.822612086,9.597,#48B965
Trinidad and Tobago,1987,Latin America & Caribbean,25.691,7.62,2.949,70.579,64.859,67.6492439,0,11.97741993,13.84015595,6.822612086,9.361,#48B965
Trinidad and Tobago,1988,Latin America & Caribbean,24.449,7.601,2.827,70.665,64.96,67.74292683,0,13.29001718,13.84015595,6.822612086,9.129,#48B965
Trinidad and Tobago,1989,Latin America & Caribbean,23.167,7.583,2.7,70.751,65.062,67.83712195,0,13.3713451,14.03508772,7.01754386,8.902,#48B965
Trinidad and Tobago,1990,Latin America & Caribbean,21.905,7.568,2.574,70.842,65.159,67.93119512,0,13.03598723,14.03508772,7.01754386,8.681,#48B965
Trinidad and Tobago,1991,Latin America & Caribbean,20.707,7.56,2.453,70.946,65.239,68.02290244,0,13.4978689,15.00974659,7.01754386,8.534,#48B965
Trinidad and Tobago,1992,Latin America & Caribbean,19.6,7.561,2.339,71.068,65.294,68.11058537,0.034636793,14.1445769,15.78947368,7.797270955,8.742,#48B965
Trinidad and Tobago,1993,Latin America & Caribbean,18.581,7.572,2.231,71.21,65.317,68.19163415,0.103193087,14.55434647,15.78947368,7.797270955,8.955,#48B965
Trinidad and Tobago,1994,Latin America & Caribbean,17.655,7.594,2.131,71.367,65.309,68.26412195,0.134923377,15.46821385,15.78947368,7.797270955,9.173,#48B965
Trinidad and Tobago,1995,Latin America & Caribbean,16.841,7.628,2.04,71.537,65.272,68.32809756,0.207867451,16.30123905,15.78947368,7.797270955,9.395,#48B965
Trinidad and Tobago,1996,Latin America & Caribbean,16.16,7.674,1.961,71.712,65.214,68.3837561,0.506214736,16.67807436,14.81481481,7.797270955,9.622,#48B965
Trinidad and Tobago,1997,Latin America & Caribbean,15.625,7.733,1.896,71.882,65.144,68.43082927,0.757649807,17.44732252,14.81481481,7.797270955,9.854,#48B965
Trinidad and Tobago,1998,Latin America & Caribbean,15.227,7.805,1.843,72.038,65.077,68.47260976,1.359586952,19.30629336,13.84015595,6.822612086,10.091,#48B965
Trinidad and Tobago,1999,Latin America & Caribbean,14.951,7.886,1.801,72.173,65.024,68.51131707,2.083650154,20.9157067,12.86549708,6.822612086,10.333,#48B965
Trinidad and Tobago,2000,Latin America & Caribbean,14.784,7.976,1.772,72.287,64.994,68.55156098,3.056576593,22.04935084,13.06042885,6.822612086,10.58,#48B965
Trinidad and Tobago,2001,Latin America & Caribbean,14.716,8.072,1.753,72.38,64.996,68.59795122,12.76518557,24.98201864,13.06042885,6.822612086,10.777,#48B965
Trinidad and Tobago,2002,Latin America & Caribbean,14.733,8.172,1.744,72.455,65.034,68.654,20.12862843,24.50919443,11.69590643,5.847953216,10.597,#48B965
Trinidad and Tobago,2003,Latin America & Caribbean,14.812,8.275,1.744,72.522,65.105,68.72304878,20.56564686,24.9028154,11.69590643,5.847953216,10.419,#48B965
Trinidad and Tobago,2004,Latin America & Caribbean,14.928,8.38,1.749,72.588,65.203,68.80543902,26.19833192,24.83736646,11.69590643,5.847953216,10.244,#48B965
Trinidad and Tobago,2005,Latin America & Caribbean,15.054,8.485,1.758,72.657,65.323,68.90056098,50.46494092,24.98010275,10.72124756,5.068226121,10.072,#48B965
Trinidad and Tobago,2006,Latin America & Caribbean,15.168,8.593,1.769,72.734,65.459,69.00778049,71.25271699,24.85093679,10.52631579,4.873294347,9.902,#48B965
Trinidad and Tobago,2007,Latin America & Caribbean,15.25,8.703,1.779,72.822,65.603,69.12446341,116.519036,24.97165276,10.52631579,4.873294347,9.735,#48B965
Trinidad and Tobago,2008,Latin America & Caribbean,15.295,8.818,1.788,72.918,65.745,69.24402439,115.2483894,23.45737535,10.52631579,4.873294347,9.571,#48B965
Trinidad and Tobago,2009,Latin America & Caribbean,15.297,8.939,1.796,73.024,65.879,69.36436585,137.1963517,23.91220625,10.52631579,4.873294347,9.408,#48B965
Trinidad and Tobago,2010,Latin America & Caribbean,15.245,9.067,1.8,73.137,66.002,69.4824878,139.6083078,22.92800552,10.52631579,4.873294347,9.249,#48B965
